Case ID,Narrative Link.x,caseid_name,TIES,TIES_code,PIIE,PIIE_code,GSDB,GSDB_code,ccode_target,state2,sender1,sender2,primarysender,institution,institutionid,startmonth,startday,startyear,endmonth,endday,endyear,ongoingasofmonth,ongoingasofday,ongoingasofyear,duration,verified,10,issue2,econ_issue,nonecon_issue,threatsanct,threatsanct_type,imposesanct,imposesanct_type,diplomatic,democracy_target,UNSC,human_rights,severity_CES,anticSender_CES,anticTarget_CES,SenderCost_CES,TargetCost_TWL,smart_TIES,smart_CES,sancimpositionstartmonth,sancimpositionstartday,sancimpositionstartyear,finaloutcome,sendersettlenature,tgtsettlenature,targetcapitulate,chinaoutcome,success,PRC_leader,PRCleader_1,,,,,,,,,,,,,,,,,,,,
200709710255,https://docs.google.com/document/d/1TIQCbXn5WPqyKiegyUQTWfX6T4nBV3hwoPNtJmfqOfc/export?format=pdf,Dalai Lama Visits Germany 2007,0,,0,,0,,260,German Federal Republic,710,,710,0,,9,,2007,9,,2008,,,,366,1,10,,0,0,1,1,1,3,0,1,0,0,1,1,1,1,1,0,0,9,,2007,7,8,2,1,6,1,Hu Jintao,5,,,,,,,,,,,,,,,,,,,,
200703710630,https://documents-dds-ny.un.org/doc/UNDOC/GEN/N07/281/40/PDF/N0728140.pdf?OpenElement,UNSC: Iran EP2,0,.,0,,1,488,630,Iran (Persia),710,2,2,1,4400,3,24,2007,3,3,2008,,,,345,1,6,,0,1,1,,1,,0,0,1,0,3,1,1,1,1,1,1,,,,6,6,4,0,2,1,Hu Jintao,5,,,,,,,,,,,,,,,,,,,,
200809710002,https://www.wto.org/english/tratop_e/dispu_e/cases_e/ds379_e.htm,WTO: China challenges US over Anti-dumping Tariffs,0,,0,0,9,19,2008,3,11,2011,United States,China,,,,2,,,,,1,4580,,,13,,,,1,1,,,,3,,,,,,,1,,,,1,,,1,3,4,2009,6,3,,,,,,,1,,,,1,,,,9,,,,,,
200807710816,https://docs.google.com/document/d/1v_XN5aRdOZnJkR2pZHG8zYtTzOC7820VWgXtxMay-wk/export?format=pdf,ExxonMobil Vietnam Co-operation,0,,0,,0,,816,"Vietnam, Democratic Republic of",710,,710,0,,7,22,2008,,,,,,,,0,5,15,0,1,1,10,0,0,0,0,0,0,1,1,1,1,1,0,1,,,,4,5,5,0,0,0,Hu Jintao,5,https://docs.google.com/document/d/1v_XN5aRdOZnJkR2pZHG8zYtTzOC7820VWgXtxMay-wk/edit?usp=sharing,ExxonMobil Vietnam Co-operation,,x,,,,,,,,,,,,,,,,
200812710220,https://docs.google.com/document/d/1aHjnMLagEeEC6XEqMY-T-Io5Q66n2_vAaI_3muHVYE0/export?format=pdf,Dalai Lama Visits France 2008,0,.,0,,0,,220,France,710,,710,0,,12,,2008,11,,2009,,,,335,0,10,,0,1,1,1,1,3,0,1,0,0,2,1,1,1,1,0,0,12,,2008,7,5,5,1,0,1,Hu Jintao,5,https://docs.google.com/document/d/1aHjnMLagEeEC6XEqMY-T-Io5Q66n2_vAaI_3muHVYE0/edit?usp=sharing,Dalai Lama Visits France 2008,,x,,,,,,,,,,,,,,,,
200803710490,https://documents-dds-ny.un.org/doc/UNDOC/GEN/N08/288/63/PDF/N0828863.pdf?OpenElement,UNSC: DRC EP3,0,.,0,,0,,490,"Congo, Democratic Republic of (Zaire)",710,220,220,1,4400,3,31,2008,5,28,2010,,,,788,1,2,,0,1,1,,1,,0,0,1,0,6,1,2,1,2,1,1,,,,9,7,3,1,3,1,Hu Jintao,5,,,,,,,,,,,,,,,,,,,,
200803710630,https://documents-dds-ny.un.org/doc/UNDOC/GEN/N08/257/81/PDF/N0825781.pdf?OpenElement,UNSC: Iran EP3,0,.,0,,1,489,630,Iran (Persia),710,2,2,1,4400,3,3,2008,6,9,2010,,,,828,1,6,,0,1,1,,1,,0,0,1,0,5,1,2,1,2,1,1,,,,6,6,4,1,2,1,Hu Jintao,5,,,,,,,,,,,,,,,,,,,,
200811710520,https://documents-dds-ny.un.org/doc/UNDOC/GEN/N08/611/31/PDF/N0861131.pdf?OpenElement,UNSC: Somalia EP3,0,.,0,,0,,520,Somalia,710,200,2,1,4400,11,20,2008,12,23,2009,,,,398,1,2,,0,1,1,,1,,0,0,1,0,4,1,2,1,2,1,1,,,,9,3,7,0,-4,0,Hu Jintao,5,,,,,,,,,,,,,,,,,,,,
200809710002,https://www.wto.org/english/tratop_e/dispu_e/cases_e/ds379_e.htm,WTO: China challenges US over anti-dumping proceedings,0,,0,,0,,2,United States of America,710,,710,1,4580,9,19,2008,3,11,2011,,,,903,1,13,,1,0,1,4,1,3,0,1,0,0,4,1,1,1,1,,,3,4,2009,9,5,5,0,0,0,Hu Jintao,5,,,,,,,,,,,,,,,,,,,,
200909710002,https://www.wto.org/english/tratop_e/dispu_e/cases_e/ds379_e.htm,WTO: China challenges US over Tires,0,,0,0,9,14,2009,10,5,2011,United States,China,,,,2,,,,,1,4580,,,13,,,,1,1,,,,3,,,,,,,1,,,,1,,,1,11,26,2009,6,3,,,,,,,1,,,,1,,,,9,,,,,,
2009077101830,https://www.wto.org/english/tratop_e/dispu_e/cases_e/ds397_e.htm,WTO: China v. EU Steel Fasteners,0,.,0,,0,,1653,EU,710,,710,1,4580,12,29,2008,,,2010,,,,2402,1,13,,1,0,1,4,1,3,0,1,0,0,4,1,1,1,1,,,,,,10,9,1,1,8,1,Hu Jintao,5,,,,,,,,,,,,,,,,,,,,
200904710002,https://www.wto.org/english/tratop_e/dispu_e/cases_e/ds392_e.htm,WTO: China challenges US over poultry products,0,,0,,0,,2,United States of America,710,,710,1,4580,4,17,2009,10,25,2010,,,,556,1,13,,1,0,1,4,1,3,0,1,0,0,4,1,1,1,1,,,11,23,2009,9,5,5,0,0,0,Hu Jintao,5,,,,,,,,,,,,,,,,,,,,
201009710740,https://docs.google.com/document/d/1g_aW4mmyMEUWkPPew6Rz34ZeHaHTl33v/export?format=pdf,China Halts Rare Earth Mineral Exports to Japan,0,.,0,,0,,740,Japan,710,,710,0,,9,7,2010,,,2010,,,,109,0,4,5,0,1,0,1,1,"4, 10",0,1,0,0,9,2,3,2,2,1,1,9,21,2010,10,5,5,0,0,0,Hu Jintao,5,,,,,,,,,,,,,,,,,,,,
201012710385,https://docs.google.com/document/d/1peDy7zJ1EBfgekb2Cs3XbM4k-YMHLBEb/export?format=pdf,Nobel Prize for Liu Xiaobo,0,,0,,1,733,385,Norway,710,,710,0,,9,,2010,12,,2016,,,,2283,0,10,15,0,0,1,1,1,3,0,1,0,1,1,1,1,1,1,0,0,10,,2010,9,7,5,0,2,0,Hu Jintao,5,,,,,,,,,,,,,,,,,,,,
201001710002,https://docs.google.com/document/d/11495UVmqgM-7A_rCVJH6OsCObumlt0RB/export?format=pdf,US Taiwan Arms Sales 2010,0,.,0,,0,,2,United States of America,710,,710,0,,1,,2010,,,,,,,,1,13,,0,1,1,,0,0,,1,0,0,2,1,1,1,1,0,0,,,,3,4,6,0,-2,0,Hu Jintao,5,,,,,,,,,,,,,,,,,,,,
201012710437,https://documents-dds-ny.un.org/doc/UNDOC/GEN/N10/702/17/PDF/N1070217.pdf?OpenElement,UNSC: Côte d'Ivoire EP4,0,.,0,,0,,437,Cote DIvoire,710,220,220,1,4400,12,20,2010,4,28,2011,,,,129,1,3,,0,1,1,,1,9,0,0,1,0,3,1,1,1,1,1,1,,,,10,9,1,1,9,1,Hu Jintao,5,,,,,,,,,,,,,,,,,,,,
201005710490,https://documents-dds-ny.un.org/doc/UNDOC/GEN/N10/380/13/PDF/N1038013.pdf?OpenElement,UNSC: DRC EP4,0,.,0,,0,,490,"Congo, Democratic Republic of (Zaire)",710,220,220,1,4400,5,28,2010,,,,7,31,2022,4447,1,2,,0,1,1,,1,,0,0,1,0,6,1,2,1,2,1,1,,,,9,4,6,0,-2,0,Hu Jintao,5,,,,,,,,,,,,,,,,,,,,
201006710630,https://documents-dds-ny.un.org/doc/UNDOC/GEN/N10/396/79/PDF/N1039679.pdf?OpenElement,UNSC: Iran EP4,0,.,0,,1,490,630,Iran (Persia),710,2,2,1,4400,6,9,2010,,,,7,31,2022,4435,1,6,,0,1,1,,1,,0,0,1,0,6,1,2,1,2,1,1,,,,6,6,4,1,2,1,Hu Jintao,5,,,,,,,,,,,,,,,,,,,,
2010027101830,https://www.wto.org/english/tratop_e/dispu_e/cases_e/ds405_e.htm,WTO: Anti-Dumping Measures on Certain Footwear from China,0,.,0,,0,,1653,EU,710,,710,1,4580,2,4,2010,12,17,2012,,,,1047,1,13,,1,0,1,4,1,3,0,1,0,0,2,1,1,1,1,,,,,,10,4,6,1,-2,1,Hu Jintao,5,,,,,,,,,,,,,,,,,,,,
201102710002,https://www.wto.org/english/tratop_e/dispu_e/cases_e/ds422_e.htm,"WTO: China challenges US over shrimp, diamond sawblades",0,,0,0,2,28,2011,,,,United States,China,3,26,2013,2,,,,,1,4580,,,13,,,,0,,,,,3,,,,,,,1,,,,1,,,1,12,21,2011,6,3,,,,,,,1,,,,1,,,,9,,,,,,
201106710700,https://documents-dds-ny.un.org/doc/UNDOC/GEN/N11/380/14/PDF/N1138014.pdf?OpenElement,UNSC: AQT EP4,0,.,0,,0,,700,Afghanistan,710,2,2,1,4400,6,17,2011,,,,7,31,2022,4062,1,10,,0,1,1,,1,,0,0,1,0,10,1,3,1,3,1,1,,,,9,9,1,1,8,0,Hu Jintao,5,,,,,,,,,,,,,,,,,,,,
201104710437,https://documents-dds-ny.un.org/doc/UNDOC/GEN/N11/315/11/PDF/N1131511.pdf?OpenElement,UNSC: Côte d'Ivoire EP5,0,.,0,,0,,437,Cote DIvoire,710,,220,1,4400,4,28,2011,,,,7,31,2022,4112,1,2,,0,1,1,,1,,0,0,1,0,3,1,1,1,1,1,1,,,,10,5,5,1,0,1,Hu Jintao,5,,,,,,,,,,,,,,,,,,,,
201109710620,https://documents-dds-ny.un.org/doc/UNDOC/GEN/N11/502/44/PDF/N1150244.pdf?OpenElement,UNSC: Libya 1 EP3,0,.,0,,1,610,620,Libya,710,200,2,1,4400,9,16,2011,,,,7,31,2022,3971,1,10,,0,1,1,,1,,0,0,1,0,5,1,2,1,2,1,1,,,,10,9,1,1,8,0,Hu Jintao,5,,,,,,,,,,,,,,,,,,,,
201106710700,https://documents-dds-ny.un.org/doc/UNDOC/GEN/N11/380/14/PDF/N1138014.pdf?OpenElement,UNSC: Taliban EP1,0,.,0,,1,988,700,Afghanistan,710,2,2,1,4400,6,17,2011,,,,7,31,2022,4062,1,10,,0,1,1,,1,,0,0,1,0,10,1,3,1,3,1,1,,,,9,9,1,1,8,0,Hu Jintao,5,,,,,,,,,,,,,,,,,,,,
201204710840,https://docs.google.com/document/d/13nsjZIxBIWW4c8ls255HsmVIBvwaMxZB/export?format=pdf,China Sanctions Philippines Bananas,0,.,0,,0,,840,Philippines,710,,710,0,,4,10,2012,,,,10,20,2016,1654,0,4,5,0,1,0,1,1,"3, 9",1,1,0,0,6,1,2,1,2,1,1,5,,2012,9,7,3,0,4,0,Hu Jintao,5,,,,,,,,,,,,,,,,,,,,
201205710002,https://www.wto.org/english/tratop_e/dispu_e/cases_e/ds437_e.htm,WTO: China challenges US over countervailing duty measures,0,,0,0,5,25,2012,8,15,2019,United States,China,,,,2,,,,,1,4580,,,13,,,,0,,,,,3,,,,,,,1,,,,1,,,1,11,26,2012,6,3,,,,,,,1,,,,1,,,,9,,,,,,
201209710002,https://www.wto.org/english/tratop_e/dispu_e/cases_e/ds449_e.htm,WTO: China challenges US over countervailing,0,,0,0,9,17,2012,8,21,2015,United States,China,,,,2,,,,,1,4580,,,13,,,,1,6,,,,3,,,,,,,1,,,,1,,,1,12,17,2012,6,3,,,,,,,1,,,,1,,,,9,,,,,,
201207710740,https://docs.google.com/document/d/1U3FnGYkxRbVKTCMql1lhgkcrtwqKRHO36d60Wu69iWU/export?format=pdf,Senkaku Island Nationalization,0,,0,,0,,740,Japan,710,,2,0,,7,7,2012,,,,6,22,2020,2841,0,5,,0,0,1,1,1,10,0,1,0,0,4,1,1,1,1,0,0,9,,2012,9,5,5,0,0,0,Hu Jintao,5,,,,,,,,,,,,,,,,,,,,
201205710404,https://documents-dds-ny.un.org/doc/UNDOC/GEN/N12/346/47/PDF/N1234647.pdf?OpenElement,UNSC: Guinea-Bissau EP1,0,.,0,,1,419,404,Guinea-Bissau,710,,220,1,4400,5,18,2012,,,,7,31,2022,3726,1,3,,0,1,1,,1,9,0,0,1,0,1,1,1,1,1,1,1,,,,9,5,5,1,1,0,Hu Jintao,5,,,,,,,,,,,,,,,,,,,,
201202710520,https://documents-dds-ny.un.org/doc/UNDOC/GEN/N12/238/47/PDF/N1223847.pdf?OpenElement,UNSC: Somalia EP5,0,.,0,,1,868,520,Somalia,710,,2,1,4400,2,22,2012,12,1,2023,,,,3812,1,2,,0,1,1,,1,,0,0,1,0,4,1,2,1,2,1,1,,,,9,4,6,0,-2,0,Hu Jintao,5,,,,,,,,,,,,,,,,,,,,
201312710482,https://documents-dds-ny.un.org/doc/UNDOC/GEN/N13/594/43/PDF/N1359443.pdf?OpenElement,UNSC: CAR EP1,0,.,0,,1,140,482,Central African Republic,710,220,2,1,4400,12,5,2013,,,,7,31,2022,3160,1,2,,0,1,1,,1,,0,0,1,0,10,1,3,1,3,0,0,,,,9,4,6,0,-2,0,Xi Jinping,6,,,,,,,,,,,,,,,,,,,,
2013012710002,https://www.wto.org/english/tratop_e/dispu_e/cases_e/ds471_e.htm,WTO: China challenges US over anti-dumping proceedings,0,,0,0,12,3,2013,11,1,2019,United States,China,,,,2,,,,,1,,,,13,,,,,,,,,,,,,,,,,,,,,,,1,8,28,2014,6,3,,,,,,,1,,,,1,,,,9,,,,,,
201303710731,https://documents-dds-ny.un.org/doc/UNDOC/GEN/N13/253/06/PDF/N1325306.pdf?OpenElement,UNSC: DPRK EP3,0,.,0,,0,,731,"Korea, People's Republic of",710,2,2,1,4400,3,7,2013,,,,7,31,2022,3433,1,6,,0,1,1,,1,,0,0,1,0,4,1,2,1,2,1,1,,,,9,5,5,0,0,0,Xi Jinping,6,,,,,,,,,,,,,,,,,,,,
201405710816,https://docs.google.com/document/d/1dwxbfRVLvgCH2ph_CnAlf6XL-Abo7MVy/export?format=pdf,Chinese Tensions with Vietnam over Chinese Oil Rig Near Disputed Waters,0,.,0,,0,,816,"Vietnam, Democratic Republic of",710,,710,0,,5,2,2014,,,,7,31,2022,3012,0,5,,1,0,0,,1,10,0,0,0,0,5,1,1,1,1,1,0,6,,2014,8,0,0,0,0,0,Xi Jinping,6,,,,,,,,,,,,,,,,,,,,
2015047101830,https://www.wto.org/english/tratop_e/dispu_e/cases_e/ds492_e.htm,WTO: Measures Affecting Tariff Concessions on Certain Poultry Meat Products,0,.,0,,0,,1653,EU,710,,710,1,4580,4,8,2015,5,30,2019,,,,1513,1,13,,1,0,1,4,1,3,0,1,0,0,4,1,1,1,1,,,,,,6,6,4,1,2,1,Xi Jinping,6,,,,,,,,,,,,,,,,,,,,
201601710713,https://docs.google.com/document/d/11CWItjt5VQtHelY9ZY2F-P54zcLnh-2KDNCWk2E-ec4/export?format=pdf,China Sanctions Taiwan following Tsai election,0,.,0,,0,,713,Taiwan,710,,710,0,,1,,2016,,,,,,,,1,3,5,0,1,0,1,1,8,0,1,0,0,3,1,2,1,1,1,1,1,,2016,9,5,5,0,0,0,Xi Jinping,6,,,,,,,,,,,,,,,,,,,,
201610710317,https://docs.google.com/document/d/10E0RCPUzsWXWkHW1k7FwZo8xv9y_CSfB0KTFNCdvqH0/export?format=pdf,Dalai Lama visits Slovakia 2016,0,,0,,0,,317,Slovakia,710,,710,0,,10,17,2016,,,,,,,,0,10,,0,0,1,,0,1,0,1,0,1,1,1,1,1,1,0,0,,,,4,5,5,0,0,0,Xi Jinping,6,https://docs.google.com/document/d/10E0RCPUzsWXWkHW1k7FwZo8xv9y_CSfB0KTFNCdvqH0/edit?usp=sharing,Dalai Lama visits Slovakia 2016,,x,,,,,,,,,,,,,,,,
20169710EU,https://docs.google.com/document/d/1EkeafVXH_IuZyfR7Q5KB2ckHW_fN4Iq1smj0WP1EHg4/export?format=pdf,Dalai Lama Visit (EU),0,,0,,0,,1653,EU,710,,710,0,,9,19,2016,,,,,,,,1,10,,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,,,,4,5,5,0,0,0,Xi Jinping,6,,,,,,,,,,,,,,,,,,,,
201611710712,https://docs.google.com/document/d/1TYjdtfg6Yo7N7wiAqQDh1R5e3FQXmjYc0oSZodmSw2E/export?format=pdf,Dalai Lama Visits Mongolia 2016,0,,0,,0,,712,Mongolia,710,,710,0,,11,25,2016,,,,1,24,2017,60,0,10,,0,0,1,1,1,"3,8",0,1,0,0,1,1,1,1,1,0,0,11,24,2016,6,9,1,1,8,1,Xi Jinping,6,https://docs.google.com/document/d/1TYjdtfg6Yo7N7wiAqQDh1R5e3FQXmjYc0oSZodmSw2E/edit?usp=sharing,Dalai Lama Visits Mongolia 2016,,x,,,,,,,,,,,,,,,,
201610710732,https://docs.google.com/document/d/199KDQpPKjndkzKItMS4FoGO5GLyZQ8qblnFXwG7rY7M/export?format=pdf,ROK THAAD Sanctions,0,.,0,,0,,732,"Korea, Republic of",710,,710,0,,10,,2016,4,,2019,,,,912,1,2,7,0,1,0,9,1,"3, 8",1,1,0,0,7,1,2,1,1,1,1,10,,2016,10,4,6,0,-2,1,Xi Jinping,6,,,,,,,,,,,,,,,,,,,,
2016127101830,https://www.wto.org/english/tratop_e/dispu_e/cases_e/ds516_e.htm,WTO: Measures Related to EU Price Comparison Methodologies,0,.,0,,0,,1653,EU,710,,710,1,4580,12,12,2016,6,15,2020,,,,1281,1,13,,1,0,1,4,0,0,0,1,0,0,4,1,1,1,1,,,,,,3,4,6,0,-2,1,Xi Jinping,6,,,,,,,,,,,,,,,,,,,,
201811710900,https://www.wto.org/english/tratop_e/dispu_e/cases_e/ds515_e.htm,WTO: China challenges the US over Price Comparison Methodologies,0,,0,0,12,12,2016,,,,United States,China,,,,2,,,,,1,4580,,,13,,,,0,,,,,3,,,,,,,1,,,,1,,,1,,,,,3,,,,,,,1,,,,1,,,,9,,,https://docs.google.com/document/d/1Sr5tcqJpkiVan5rofTx2o53VuOiQxHxw/edit?usp=sharing&ouid=116389071470684088340&rtpof=true&sd=true,WTO: US challenges China over tariff rate quotas,,x
201711710986,https://docs.google.com/document/d/1AkW1o8atgztbWFTwG0ogq_ofxf8-Gk32YuOXnkFaiT8/export?format=pdf,Palau Tourism Ban,0,.,0,,0,,986,Palau,710,,710,0,,11,,2017,,,,,,,,1,7,,0,1,0,0,1,8,0,1,0,0,7,1,3,1,2,0,0,,,2017,9,2,8,0,-6,0,Xi Jinping,6,,,,,,,,,,,,,,,,,,,,
201512710002,https://docs.google.com/document/d/1y_Tu08UmkcNmliOQtJqTqmGTmnpvpojC/export?format=pdf,US Taiwan Arms Sales 2015,0,.,0,,0,,2,United States of America,710,,710,0,,6,,2017,,,,,,2020,944,1,9,1,0,1,1,4,0,0,0,1,0,0,4,1,1,1,1,1,1,6,,2017,9,5,5,0,0,0,Xi Jinping,6,,,,,,,,,,,,,,,,,,,,
201706710002,https://docs.google.com/document/d/1vATuuSmqDZvrW1NQrZ4uRxBo4UKO_0gt/export?format=pdf,Taiwan Arms Sales 2017,0,.,0,,0,,2,United States of America,710,,710,0,,6,,2017,,,,,,2020,944,1,9,1,0,1,1,4,0,0,0,1,0,0,4,1,1,1,1,1,1,6,,2017,9,5,5,0,0,0,Xi Jinping,6,,,,,,,,,,,,,,,,,,,,
201804710002,https://www.wto.org/english/tratop_e/dispu_e/cases_e/ds543_e.htm,WTO: China challenges the US on import tariffs,0,.,0,,0,,2,United States of America,710,,710,1,4580,4,4,2018,,,,,,2020,,1,13,,1,0,1,4,1,3,1,1,0,0,4,1,1,1,1,,,6,3,2019,9,5,5,0,0,0,Xi Jinping,6,,,,,,,,,,,,,,,,,,,,
201808710002,https://www.wto.org/english/tratop_e/dispu_e/cases_e/ds562_e.htm,WTO: China challenges the US on PV products,0,.,0,,0,,2,United States of America,710,,710,1,4580,8,14,2018,,,,,,2020,,1,13,,1,0,1,4,0,0,1,1,0,0,4,1,1,1,1,,,10,24,2019,4,5,5,0,0,0,Xi Jinping,6,,,,,,,,,,,,,,,,,,,,
201808710002,https://www.wto.org/english/tratop_e/dispu_e/cases_e/ds563_e.htm,WTO: China challenges US on renewable energy subsidies,0,.,0,,0,,2,United States of America,710,,710,1,4580,8,14,2018,,,,,,2020,,1,13,,1,0,1,4,0,0,1,1,0,0,4,1,1,1,1,,,,,,4,5,5,0,0,0,Xi Jinping,6,,,,,,,,,,,,,,,,,,,,
201804710002,https://www.wto.org/english/tratop_e/dispu_e/cases_e/ds563_e.htm,WTO: China challenges US on Steel and Aluminum tariffs,0,.,0,,0,,2,United States of America,710,,710,1,4580,4,5,2018,,,,,,2020,,1,13,,1,0,1,4,0,0,1,1,0,0,4,1,1,1,1,,,1,25,2019,4,5,5,0,0,0,Xi Jinping,6,,,,,,,,,,,,,,,,,,,,
201909710002,https://www.wto.org/english/news_e/news18_e/ds565rfc_27aug18_e.htm,WTO: China challenges US on tariff measures II,0,.,0,,0,,2,United States of America,710,,710,1,4580,9,2,2019,,,,,,2020,,1,13,,1,0,1,4,1,3,1,1,0,0,4,1,1,1,1,,,,,,9,5,5,0,0,0,Xi Jinping,6,,,,,,,,,,,,,,,,,,,,
201808710002,https://www.wto.org/english/tratop_e/dispu_e/cases_e/ds565_e.htm,WTO: China challenges US on tariffs on $16 billion worth of imports,0,.,0,,0,,2,United States of America,710,,710,1,4580,8,23,2018,,,,,,2020,,1,13,,1,0,1,4,1,3,1,1,0,0,4,1,1,1,1,,,,,,9,5,5,0,0,0,Xi Jinping,6,,,,,,,,,,,,,,,,,,,,
201909710002,https://www.wto.org/english/tratop_e/dispu_e/cases_e/ds587_e.htm,WTO: United States — Tariff measures on certain goods from China III,0,,0,,0,,2,United States of America,710,,710,1,4580,9,,2018,,,,7,31,2022,,1,,,1,0,1,,1,,0,1,0,0,4,1,1,1,1,,,,,,9,5,5,0,0,0,Xi Jinping,6,,,,,,,,,,,,,,,,,,,,
20181271020,https://docs.google.com/document/d/1ufpgSrIildYn-OVHR-BFzUclb54jxyt-UPSxEHVid6Y/export?format=pdf,"China Arrests Michael Kovrig, Michael Spavor",0,.,0,,0,,20,Canada,710,,710,0,,6,19,2019,,,,9,22,2020,,0,4,,0,1,0,0,1,10,1,1,0,0,5,1,1,1,1,1,1,,,2019,9,5,5,0,0,0,Xi Jinping,6,,,,,,,,,,,,,,,,,,,,
201901710002,https://docs.google.com/document/d/1IoUkq0FJqAqjWUmmKtksN-9wm63zfz90Dkk3Mqq8oIg/export?format=pdf,China Limits Tourism to the US 2019,0,.,0,,0,,2,United States of America,710,,710,0,,,,2019,,,,,,,,1,15,,0,1,0,9,1,9,0,1,0,0,4,1,1,1,1,0,0,,,2019,9,5,5,0,0,0,Xi Jinping,6,,,,,,,,,,,,,,,,,,,,
201909710255,https://docs.google.com/document/d/1QLfUmNrpiK8k-dGcRoy1Qr1FAYxYvYB_XJ8YvcIXdV4/export?format=pdf,Travel Ban on German Human Rights Committee,0,.,0,,0,,255,Germany,710,,710,0,,,,2019,,,,,,,,0,,,,,1,,0,8,1,1,0,1,1,1,1,1,1,1,1,,,,9,5,5,0,0,0,Xi Jinping,6,,,,,,,,,,,,,,,,,,,,
201907710316,https://docs.google.com/document/d/1KcLK78RIqnM4wR-JgKbNEu2ez52jY7pieS2Y2hrwiII/export?format=pdf,Czech Senate Support for Taiwan,0,.,0,,0,,316,Czech Republic,710,,710,0,,,,2019,,,,,,2020,365,1,7,,0,1,1,1,1,10,1,1,0,1,2,1,1,1,1,1,1,,,2019,9,4,6,0,-2,0,Xi Jinping,6,,,,,,,,,,,,,,,,,,,,
201902710920,https://docs.google.com/document/d/1pNx0n1SqymAj3Iry3g0FMTXEY4bneCnHeKUmF8xX7rY/export?format=pdf,New Zealand Tourism Ban,0,.,0,,0,,920,New Zealand,710,,710,0,,2,,2019,,,,,,,,0,13,,1,0,0,0,1,8,1,1,0,0,4,1,1,1,1,0,0,2,,2019,9,5,5,0,0,0,Xi Jinping,6,,,,,,,,,,,,,,,,,,,,
201911710380,https://docs.google.com/document/d/1iYCrNLNH8u_PenImt5O49VgQwQNuGAy4MtPhoGktV3g/export?format=pdf,Sweden PEN Award,0,.,0,,0,,380,Sweden,710,,710,0,,11,,2019,,,,12,30,2019,59,1,10,15,0,1,0,"4, 9, 10",1,"8, 9",1,1,0,1,4,1,1,1,1,1,1,11,,2019,9,5,5,0,0,0,Xi Jinping,6,,,,,,,,,,,,,,,,,,,,
201908710713,https://docs.google.com/document/d/19ogOmHNb-R43jiRyu-xDYfxh6B9OsSZAyejsexee65s/export?format=pdf,Taiwan Tourism Ban,0,.,0,,0,,713,Taiwan,710,,710,0,,8,1,2019,,,,,,,,0,3,5,0,1,0,0,1,10,0,1,0,0,6,1,2,1,1,0,0,8,1,2019,9,4,6,0,-2,0,Xi Jinping,6,,,,,,,,,,,,,,,,,,,,
20190571002,https://docs.google.com/document/d/1eOYSUpIrwSs8u0G_lPusbZkJEUAi6fBTTOjYndue-2o/export?format=pdf,China Entities List,0,.,0,,0,,2,United States of America,710,,710,0,,5,31,2019,,,,,,,,1,13,,1,0,1,4,1,3,0,1,0,0,1,1,1,1,1,1,1,,,,9,5,5,0,0,0,Xi Jinping,6,,,,,,,,,,,,,,,,,,,,
200040710900,https://docs.google.com/document/d/1LMgJr5M2cTNWRsY8LAQjMIZ_8Ha0ak7tSzseTJ6FczA/export?format=pdf,China-Australia Trade War,0,.,0,,0,,900,Australia,710,,710,0,,5,,2020,,,,,,,,1,7,13,1,1,0,4,1,3,0,1,0,0,6,1,2,1,1,1,1,,,,9,5,5,0,0,0,Xi Jinping,6,,,,,,,,,,,,,,,,,,,,
202012710002,https://docs.google.com/document/d/1DHZW8uoAh-aH6WoLEkcKxdRuM-CxSfIF/export?format=pdf,US Taiwan Arms Sales 2020,0,.,0,,0,,2,United States of America,710,,710,0,,,,2020,,,,,,2023,,1,9,1,0,1,1,4,1,0,0,1,0,0,4,1,1,1,1,1,1,6,,2017,9,5,5,0,0,0,Xi Jinping,6,,,,,,,,,,,,,,,,,,,,
