Case ID,Narrative Link,caseid_name,TIES,TIES_code,PIIE,PIIE_code,GSDB,GSDB_code,ccode_target,state2,sender1,sender2,primarysender,institution,institutionid,startmonth,startday,startyear,endmonth,endday,endyear,ongoingasofmonth,ongoingasofday,ongoingasofyear,duration,verified,10,issue2,econ_issue,nonecon_issue,threatsanct,threatsanct_type,imposesanct,imposesanct_type,diplomatic,democracy_target,UNSC,Tibet,Taiwan,human_rights,severity_CES,anticSender_CES,anticTarget_CES,SenderCost_CES,TargetCost_TWL,smart_TIES,smart_CES,sancimpositionstartmonth,sancimpositionstartday,sancimpositionstartyear,finaloutcome,sendersettlenature,tgtsettlenature,targetcapitulate,chinaoutcome,success,PRC_leader,PRCleader_1,China_Target_MID,China_Initiator_MID
199212710811,https://digitallibrary.un.org/record/154414?ln=en,UNSC_Cambodia,0,,0,,1,112,811,Cambodia,710,2,2,1,4400,12,1,1992,9,24,1993,,,,,,,,0,,0,,0,,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,0,0
201312710482,https://documents-dds-ny.un.org/doc/UNDOC/GEN/N13/594/43/PDF/N1359443.pdf?OpenElement,UNSC_CAR EP1,0,.,0,,1,140,482,Central African Republic,710,220,2,1,4400,12,5,2013,,,,7,31,2022,3160,1,2,,0,1,1,,1,,0,0,1,0,0,0,10,1,3,1,3,0,0,,,,9,4,6,0,-2,0,Xi Jinping,6,0,0
200411710437,https://documents-dds-ny.un.org/doc/UNDOC/GEN/N04/607/37/PDF/N0460737.pdf?OpenElement,UNSC_Côte d'Ivoire EP1,0,.,0,,1,227,437,Cote DIvoire,710,220,220,1,4400,11,15,2004,2,1,2005,,,,78,1,2,,0,1,1,,1,,0,0,1,0,0,0,3,1,1,1,1,1,1,,,,10,3,7,0,-5,1,Jiang Zemin,4,0,0
20052710437,https://documents-dds-ny.un.org/doc/UNDOC/GEN/N05/226/40/PDF/N0522640.pdf?OpenElement,UNSC_Côte d'Ivoire EP2,0,.,0,,1,228,437,Cote DIvoire,710,220,220,1,4400,2,1,2005,12,15,2005,,,,317,1,2,,0,1,1,,1,,0,0,1,0,0,0,3,1,1,1,1,0,0,,,,10,3,7,0,-3,1,Hu Jintao,5,0,0
201012710437,https://documents-dds-ny.un.org/doc/UNDOC/GEN/N10/702/17/PDF/N1070217.pdf?OpenElement,UNSC_Côte d'Ivoire EP4,0,.,0,,0,,437,Cote DIvoire,710,220,220,1,4400,12,20,2010,4,28,2011,,,,129,1,3,,0,1,1,,1,9,0,0,1,0,0,0,3,1,1,1,1,1,1,,,,10,9,1,1,9,1,Hu Jintao,5,0,0
20114710437,https://documents-dds-ny.un.org/doc/UNDOC/GEN/N11/315/11/PDF/N1131511.pdf?OpenElement,UNSC_Côte d'Ivoire EP5,0,.,0,,0,,437,Cote DIvoire,710,,220,1,4400,4,28,2011,,,,7,31,2022,4112,1,2,,0,1,1,,1,,0,0,1,0,0,0,3,1,1,1,1,1,1,,,,10,5,5,1,0,1,Hu Jintao,5,0,0
200607710731,https://documents.un.org/doc/undoc/gen/n06/572/07/pdf/n0657207.pdf?token=4Oph4JfyXGaBUmQLQh&fe=true,UNSC_DPRK EP2,0,,0,,1,545,731,"Korea, People's Republic of",710,2,2,1,4400,7,15,2006,,,,7,31,2022,,,,,0,,0,,0,,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,0,0
20133710731,https://documents-dds-ny.un.org/doc/UNDOC/GEN/N13/253/06/PDF/N1325306.pdf?OpenElement,UNSC_DPRK EP3,0,.,0,,0,,731,"Korea, People's Republic of",710,2,2,1,4400,3,7,2013,,,,7,31,2022,3433,1,6,,0,1,1,,1,,0,0,1,0,0,0,4,1,2,1,2,1,1,,,,9,5,5,0,0,0,Xi Jinping,6,0,0
20037710490,https://documents-dds-ny.un.org/doc/UNDOC/GEN/N03/443/15/PDF/N0344315.pdf?OpenElement,UNSC_DRC EP1,0,.,0,,1,209,490,"Congo, Democratic Republic of (Zaire)",710,220,2,1,4400,7,28,2003,4,18,2005,,,,630,1,2,,0,1,1,,1,,0,0,1,0,0,0,6,1,2,1,2,0,0,,,,9,4,6,0,-2,0,Jiang Zemin,4,0,0
20054710490,https://documents-dds-ny.un.org/doc/UNDOC/GEN/N05/312/21/PDF/N0531221.pdf?OpenElement,UNSC_DRC EP2,0,.,0,,1,210,490,"Congo, Democratic Republic of (Zaire)",710,220,220,1,4400,4,18,2005,3,31,2008,,,,1078,1,2,,0,1,1,,1,,0,0,1,0,0,0,6,1,2,1,2,1,1,,,,9,7,3,1,5,1,Hu Jintao,5,0,0
20083710490,https://documents-dds-ny.un.org/doc/UNDOC/GEN/N08/288/63/PDF/N0828863.pdf?OpenElement,UNSC_DRC EP3,0,.,0,,0,,490,"Congo, Democratic Republic of (Zaire)",710,220,220,1,4400,3,31,2008,5,28,2010,,,,788,1,2,,0,1,1,,1,,0,0,1,0,0,0,6,1,2,1,2,1,1,,,,9,7,3,1,3,1,Hu Jintao,5,0,0
20105710490,https://documents-dds-ny.un.org/doc/UNDOC/GEN/N10/380/13/PDF/N1038013.pdf?OpenElement,UNSC_DRC EP4,0,.,0,,0,,490,"Congo, Democratic Republic of (Zaire)",710,220,220,1,4400,5,28,2010,,,,7,31,2022,4447,1,2,,0,1,1,,1,,0,0,1,0,0,0,6,1,2,1,2,1,1,,,,9,4,6,0,-2,0,Hu Jintao,5,0,0
201112710531,https://digitallibrary.un.org/record/717214?ln=en,UNSC_Eritrea EP2,0,.,0,,1,301,531,Eritrea,710,2,2,1,4400,12,5,2011,11,14,2018,,,,,,,,0,,0,,0,,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,0,0
20005710530,https://documents-dds-ny.un.org/doc/UNDOC/GEN/N00/437/11/PDF/N0043711.pdf?OpenElement,UNSC_Ethiopia-Eritrea EP1,0,.,0,,1,312,530,Ethiopia,710,2,2,1,4400,5,17,2000,5,16,2001,,,,364,1,2,,0,1,1,,1,,0,0,1,0,0,0,4,1,2,1,2,0,0,,,,10,7,3,1,3,1,Jiang Zemin,4,0,0
20005710531,https://documents-dds-ny.un.org/doc/UNDOC/GEN/N00/437/11/PDF/N0043711.pdf?OpenElement,UNSC_Ethiopia-Eritrea EP1,0,.,0,,1,299,531,Eritrea,710,2,2,1,4400,5,17,2000,5,16,2001,,,,364,1,2,,0,1,1,,1,,0,0,1,0,0,0,4,1,2,1,2,0,0,,,,10,7,3,1,3,1,Jiang Zemin,4,0,0
19919710345,https://documents-dds-ny.un.org/doc/RESOLUTION/GEN/NR0/596/49/PDF/NR059649.pdf?OpenElement,UNSC_FRY 1 EP1,0,.,0,,1,1084,345,Yugoslavia,710,220,229,1,4400,9,25,1991,5,30,1992,,,,248,1,2,,0,1,1,,1,,0,0,1,0,0,0,10,1,3,1,3,0,0,,,,10,4,6,0,-2,0,Jiang Zemin,4,0,0
199109710345,https://digitallibrary.un.org/record/142881?ln=en,UNSC_FRY 1 EP2,0,,0,,1,1084,345,Yugoslavia,710,2,2,1,4400,9,12,1991,10,1,1996,,,,,,,,0,,0,,0,,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,0,0
20125710404,https://documents-dds-ny.un.org/doc/UNDOC/GEN/N12/346/47/PDF/N1234647.pdf?OpenElement,UNSC_Guinea-Bissau EP1,0,.,0,,1,419,404,Guinea-Bissau,710,,220,1,4400,5,18,2012,,,,7,31,2022,3726,1,3,,0,1,1,,1,9,0,0,1,0,0,0,1,1,1,1,1,1,1,,,,9,5,5,1,1,0,Hu Jintao,5,0,0
1993871041,https://documents-dds-ny.un.org/doc/UNDOC/GEN/N93/473/12/PDF/N9347312.pdf?OpenElement,UNSC_Haiti EP2 ,0,.,0,,1,426,41,Haiti,710,2,2,1,4400,8,27,1993,10,13,1993,,,,47,1,3,,0,1,1,,1,3,0,0,1,0,0,0,10,1,3,1,3,1,1,,,,10,3,7,0,-4,0,Jiang Zemin,4,0,0
19931071041,https://documents-dds-ny.un.org/doc/UNDOC/GEN/N93/555/41/PDF/N9355541.pdf?OpenElement,UNSC_Haiti EP3,0,.,0,,1,427,41,Haiti,710,2,2,1,4400,10,13,1993,5,6,1994,,,,205,1,3,,0,1,1,,1,9,0,0,1,0,0,0,10,1,3,1,3,1,1,,,,10,7,3,1,3,1,Jiang Zemin,4,0,0
200612710630,https://documents-dds-ny.un.org/doc/UNDOC/GEN/N06/681/42/PDF/N0668142.pdf?OpenElement,UNSC_Iran EP1,0,.,0,,1,487,630,Iran (Persia),710,2,2,1,4400,12,23,2006,3,24,2007,,,,91,1,6,,0,1,1,,1,,0,0,1,0,0,0,1,1,1,1,1,1,1,,,,6,6,4,0,2,1,Hu Jintao,5,0,0
20073710630,https://documents-dds-ny.un.org/doc/UNDOC/GEN/N07/281/40/PDF/N0728140.pdf?OpenElement,UNSC_Iran EP2,0,.,0,,1,488,630,Iran (Persia),710,2,2,1,4400,3,24,2007,3,3,2008,,,,345,1,6,,0,1,1,,1,,0,0,1,0,0,0,3,1,1,1,1,1,1,,,,6,6,4,0,2,1,Hu Jintao,5,0,0
20083710630,https://documents-dds-ny.un.org/doc/UNDOC/GEN/N08/257/81/PDF/N0825781.pdf?OpenElement,UNSC_Iran EP3,0,.,0,,1,489,630,Iran (Persia),710,2,2,1,4400,3,3,2008,6,9,2010,,,,828,1,6,,0,1,1,,1,,0,0,1,0,0,0,5,1,2,1,2,1,1,,,,6,6,4,1,2,1,Hu Jintao,5,0,0
20106710630,https://documents-dds-ny.un.org/doc/UNDOC/GEN/N10/396/79/PDF/N1039679.pdf?OpenElement,UNSC_Iran EP4,0,.,0,,1,490,630,Iran (Persia),710,2,2,1,4400,6,9,2010,,,,7,31,2022,4435,1,6,,0,1,1,,1,,0,0,1,0,0,0,6,1,2,1,2,1,1,,,,6,6,4,1,2,1,Hu Jintao,5,0,0
199710710645,https://digitallibrary.un.org/record/245325?ln=en,UNSC_Iraq EP1,0,.,0,,1,504,645,Iraq,710,2,2,1,4400,10,23,1997,6,8,2004,,,,,,,,0,,0,,0,,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,0,0
20035710645,https://documents-dds-ny.un.org/doc/UNDOC/GEN/N03/368/53/PDF/N0336853.pdf?OpenElement,UNSC_Iraq EP2,0,.,0,,1,505,645,Iraq,710,2,2,1,4400,5,22,2003,6,8,2004,,,,383,1,2,,0,1,1,,1,,0,0,1,0,0,0,10,1,3,1,3,1,0,,,,7,7,3,1,4,1,Jiang Zemin,4,0,0
20046710645,https://documents-dds-ny.un.org/doc/UNDOC/GEN/N04/381/16/PDF/N0438116.pdf?OpenElement,UNSC_Iraq EP3,0,.,0,,1,506,645,Iraq,710,2,2,1,4400,6,8,2004,,,,7,31,2022,6627,1,2,,0,1,1,,1,,0,0,1,0,0,0,10,1,3,1,3,1,0,,,,7,6,4,0,2,1,Jiang Zemin,4,0,0
200510710660,https://documents-dds-ny.un.org/doc/UNDOC/GEN/N05/579/61/PDF/N0557961.pdf?OpenElement,UNSC_Lebanon EP1,0,.,0,,1,,660,Lebanon,710,2,2,1,4400,10,31,2005,,,,7,31,2022,6117,1,15,,0,1,1,,1,"7,9",0,1,1,0,0,0,2,1,1,1,1,1,1,,,,10,7,3,1,4,0,Hu Jintao,5,0,0
199211710450,https://documents-dds-ny.un.org/doc/UNDOC/GEN/N93/010/46/PDF/N9301046.pdf?OpenElement,UNSC_Liberia EP1,0,.,0,,1,592,450,Liberia,710,2,2,1,4400,11,19,1992,3,7,2001,,,,3030,1,2,,0,1,1,,1,,0,0,1,0,0,0,2,1,1,1,1,1,1,,,,10,4,6,0,-2,1,Jiang Zemin,4,0,0
20013710450,https://documents-dds-ny.un.org/doc/UNDOC/GEN/N01/276/08/PDF/N0127608.pdf?OpenElement,UNSC_Liberia EP2,0,.,0,,1,594,450,Liberia,710,2,2,1,4400,3,7,2001,5,6,2003,,,,790,1,2,,0,1,1,,1,,1,0,1,0,0,0,2,1,1,1,1,1,1,,,,10,7,3,1,5,1,Jiang Zemin,4,0,0
20035710450,https://documents-dds-ny.un.org/doc/UNDOC/GEN/N03/348/12/PDF/N0334812.pdf?OpenElement,UNSC_Liberia EP3,0,.,0,,1,595,450,Liberia,710,2,2,1,4400,5,6,2003,12,22,2003,,,,230,1,2,,0,1,1,,1,,1,0,1,0,0,0,3,1,1,1,1,1,1,,,,10,9,1,1,9,1,Jiang Zemin,4,0,0
200312710450,https://documents-dds-ny.un.org/doc/UNDOC/GEN/N03/669/60/PDF/N0366960.pdf?OpenElement,UNSC_Liberia EP4,0,.,0,,1,596,450,Liberia,710,2,2,1,4400,12,22,2003,6,16,2006,,,,907,1,2,,0,1,1,,1,,0,0,1,0,0,0,3,1,1,1,1,1,1,,,,10,9,1,1,8,1,Jiang Zemin,4,0,0
20066710450,https://documents-dds-ny.un.org/doc/UNDOC/GEN/N06/392/20/PDF/N0639220.pdf?OpenElement,UNSC_Liberia EP5,0,.,0,,0,,450,Liberia,710,2,2,1,4400,6,16,2006,4,19,2018,,,2013,4325,1,2,,0,1,1,,1,,0,1,1,0,0,0,5,1,2,1,2,1,1,,,,10,8,2,1,6,1,Hu Jintao,5,0,0
199311710620,https://digitallibrary.un.org/record/197374?ln=en,UNSC_Libya 1 EP1,0,,0,,1,608,620,Libya,710,2,2,1,4400,11,11,1993,,,,7,31,2022,,,,,0,,0,,0,,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,0,0
20119710620,https://documents-dds-ny.un.org/doc/UNDOC/GEN/N11/502/44/PDF/N1150244.pdf?OpenElement,UNSC_Libya 1 EP3,0,.,0,,1,610,620,Libya,710,200,2,1,4400,9,16,2011,,,,7,31,2022,3971,1,10,,0,1,1,,1,,0,0,1,0,0,0,5,1,2,1,2,1,1,,,,10,9,1,1,8,0,Hu Jintao,5,0,0
19945710517,https://documents-dds-ny.un.org/doc/UNDOC/GEN/N94/218/36/PDF/N9421836.pdf?OpenElement,UNSC_Rwanda EP1,0,.,0,,1,846,517,Rwanda,710,220,2,1,4400,5,17,1994,8,16,1995,,,,456,1,2,,0,1,1,,1,,0,0,1,0,0,0,3,1,1,1,1,0,0,,,,10,3,7,0,-5,1,Jiang Zemin,4,0,0
19958710517,https://documents-dds-ny.un.org/doc/UNDOC/GEN/N95/241/77/PDF/N9524177.pdf?OpenElement,UNSC_Rwanda EP2,0,.,0,,1,847,517,Rwanda,710,220,2,1,4400,8,16,1995,7,10,2008,,,,4712,1,2,,0,1,1,,1,,0,0,1,0,0,0,3,1,1,1,1,0,0,,,,10,3,7,0,-4,1,Jiang Zemin,4,0,0
199710710451,https://documents-dds-ny.un.org/doc/UNDOC/GEN/N97/267/13/PDF/N9726713.pdf?OpenElement,UNSC_Sierra Leone EP1,0,.,0,,1,855,451,Sierra Leone,710,,2,1,4400,10,8,1997,3,16,1998,,,,159,1,3,,0,1,1,,1,3,1,0,1,0,0,0,3,1,1,1,1,0,0,,,,10,9,1,1,7,1,Jiang Zemin,4,0,0
19983710451,https://documents-dds-ny.un.org/doc/UNDOC/GEN/N98/066/30/PDF/N9806630.pdf?OpenElement,UNSC_Sierra Leone EP2,0,.,0,,1,856,451,Sierra Leone,710,,2,1,4400,3,16,1998,10,22,1999,,,,585,1,2,,0,1,1,,1,,0,0,1,0,0,0,4,1,2,1,2,1,1,,,,10,3,7,0,-3,1,Jiang Zemin,4,0,0
199910710451,https://documents-dds-ny.un.org/doc/UNDOC/GEN/N99/315/02/PDF/N9931502.pdf?OpenElement,UNSC_Sierra Leone EP3,0,.,0,,0,,451,Sierra Leone,710,,2,1,4400,10,22,1999,7,5,2000,,,,257,1,2,,0,1,1,,1,,0,0,1,0,0,0,4,1,2,1,2,1,1,,,,10,3,7,0,-3,1,Jiang Zemin,4,0,0
20007710451,https://documents-dds-ny.un.org/doc/UNDOC/GEN/N00/517/01/PDF/N0051701.pdf?OpenElement,UNSC_Sierra Leone EP4,0,.,0,,1,857,451,Sierra Leone,710,,2,1,4400,7,5,2000,1,16,2002,,,,560,1,2,,0,1,1,,1,,0,0,1,0,0,0,4,1,2,1,2,1,1,,,,10,9,1,1,7,1,Jiang Zemin,4,0,0
20021710451,https://documents-dds-ny.un.org/doc/UNDOC/GEN/N02/215/96/PDF/N0221596.pdf?OpenElement,UNSC_Sierra Leone EP5,0,.,0,,0,,451,Sierra Leone,710,,2,1,4400,1,16,2002,9,29,2010,,,,3178,1,2,,0,1,1,,1,,0,0,1,0,0,0,4,1,2,1,2,1,1,,,,10,10,0,1,10,1,Jiang Zemin,4,0,0
19921710520,https://documents-dds-ny.un.org/doc/RESOLUTION/GEN/NR0/010/92/PDF/NR001092.pdf?OpenElement,UNSC_Somalia EP1,0,.,0,,1,866,520,Somalia,710,2,2,1,4400,1,23,1992,5,3,2002,,,,3753,1,2,,0,1,1,,1,,0,0,1,0,0,0,4,1,2,1,2,0,0,,,,9,2,8,0,-6,0,Jiang Zemin,4,0,0
20025710520,https://documents-dds-ny.un.org/doc/UNDOC/GEN/N02/366/07/PDF/N0236607.pdf?OpenElement,UNSC_Somalia EP2,0,.,0,,0,,520,Somalia,710,200,2,1,4400,5,3,2002,11,20,2008,,,,2393,1,2,,0,1,1,,1,,0,0,1,0,0,0,4,1,2,1,2,0,0,,,,9,2,8,0,-6,0,Jiang Zemin,4,0,0
200811710520,https://documents-dds-ny.un.org/doc/UNDOC/GEN/N08/611/31/PDF/N0861131.pdf?OpenElement,UNSC_Somalia EP3,0,.,0,,0,,520,Somalia,710,200,2,1,4400,11,20,2008,12,23,2009,,,,398,1,2,,0,1,1,,1,,0,0,1,0,0,0,4,1,2,1,2,1,1,,,,9,3,7,0,-4,0,Hu Jintao,5,0,0
20122710520,https://documents-dds-ny.un.org/doc/UNDOC/GEN/N12/238/47/PDF/N1223847.pdf?OpenElement,UNSC_Somalia EP5,0,.,0,,1,868,520,Somalia,710,,2,1,4400,2,22,2012,12,1,2023,,,,3812,1,2,,0,1,1,,1,,0,0,1,0,0,0,4,1,2,1,2,1,1,,,,9,4,6,0,-2,0,Hu Jintao,5,0,0
201807710626,https://digitallibrary.un.org/record/197374?ln=en,UNSC_South Sudan EP1,0,,0,,0,,626,South Sudan,710,2,2,1,4400,7,,2018,,,,7,31,2022,,,,,0,,0,,0,,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,0,0
201905710626,https://documents.un.org/doc/undoc/gen/n19/158/23/pdf/n1915823.pdf?token=37m2Sz6K7WcsXCj9Ag&fe=true,UNSC_South Sudan EP2,0,,0,,0,,626,South Sudan,710,2,2,1,4400,5,,2019,,,,7,31,2022,,,,,0,,0,,0,,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,0,0
19964710625,https://digitallibrary.un.org/record/211388?ln=en,UNSC_Sudan EP1,0,,0,,1,935,625,Sudan,710,2,,1,4400,4,26,1996,9,28,2001,,,,,,,,0,,0,,0,,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,0,0
20116710700,https://documents-dds-ny.un.org/doc/UNDOC/GEN/N11/380/14/PDF/N1138014.pdf?OpenElement,UNSC_Taliban EP1,0,.,0,,1,988,700,Afghanistan,710,2,2,1,4400,6,17,2011,,,,7,31,2022,4062,1,10,,0,1,1,,1,,0,0,1,0,0,0,10,1,3,1,3,1,1,,,,9,9,1,1,8,0,Hu Jintao,5,0,0
1983010201,N/A,Unverifiable,1,1983010201,0,,0,,2,United States of America,710,,710,0,,1,2,1983,,,,,,,,0,13,,0,0,1,4,0,,0,1,0,0,1,0,0,0,0,0,0,1,0,1,2,1983,4,,,0,,0,Deng Xiaoping,3,0,0
1987119901,N/A,Unverifiable,1,1987119901,0,,0,,740,Japan,710,,710,0,,5,6,1987,8,12,1988,,,,464,0,6,,0,0,1,10,1,3,0,1,0,0,0,0,0,0,0,0,0,1,0,11,,1987,6,8,2,1,,1,Deng Xiaoping,3,0,0
1992083001,N/A,Unverifiable,1,1992083001,1,,0,,816,"Vietnam, Democratic Republic of",710,,710,0,,8,30,1992,,,,,,,,0,13,,0,0,0,,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,30,1992,,,,0,,0,Jiang Zemin,4,0,0
1993042401,N/A,Unverifiable,1,1993042401,0,,0,,70,Mexico,710,,710,0,,4,24,1993,,,,12,17,2000,2794,0,13,,0,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,1,2,8,1,,1,Jiang Zemin,4,0,0
1998080701,N/A,Unverifiable,1,1998080701,0,,0,,365,Russia (Soviet Union),710,,710,0,,8,7,1998,,,,1,14,2004,1986,0,13,,0,0,1,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,1998,,,,0,,0,Jiang Zemin,4,0,0
2010027101830,https://drive.google.com/file/d/1J_DOb-tdMjWbjpnwFDZ7JinUI2tiUjmW/view?usp=sharing,WTO: Anti-Dumping Measures on Certain Footwear from China,0,.,0,,0,,1653,EU,710,,710,1,4580,2,4,2010,12,17,2012,,,,1047,1,13,,1,0,1,4,1,3,0,1,0,0,0,0,2,1,1,1,1,1,1,,,,10,4,6,1,-2,1,Hu Jintao,5,0,0
199712710020,https://docs.google.com/document/d/1Oj0VwePKM6rrX-a6E2K25OrfvUWnlGeQWKqdSWlbB9U/edit?usp=sharing,WTO: China Canada Anti-Dumping (Paper),1,1997121102,0,,0,,20,Canada,710,,710,0,4580,12,11,1997,,,,6,30,2004,2393,1,13,,1,0,1,4,1,3,0,1,0,0,0,0,2,1,1,1,1,1,1,12,11,1997,9,5,5,0,0,0,Jiang Zemin,4,0,0
201804710002,https://drive.google.com/file/d/1FSGxQRv3MC0lkbH8Gvw-QqN4Tw9JqLbM/view?usp=sharing,WTO: China challenges the US on import tariffs,0,.,0,,0,,2,United States of America,710,,710,1,4580,4,4,2018,,,,,,2020,,1,13,,1,0,1,4,1,3,1,1,0,0,1,0,4,1,1,1,1,1,1,6,3,2019,9,5,5,0,0,0,Xi Jinping,6,0,0
201808710002,https://drive.google.com/file/d/1uZjKQtiIY_ODL5THBwoLwbTrlnnSWUMI/view?usp=sharing,WTO: China challenges the US on PV products,0,.,0,,0,,2,United States of America,710,,710,1,4580,8,14,2018,,,,,,2020,,1,13,,1,0,1,4,0,0,1,1,0,0,1,0,4,1,1,1,1,1,1,10,24,2019,4,5,5,0,0,0,Xi Jinping,6,0,0
201102710002,https://drive.google.com/file/d/1aB3xwhLGO9lvt9Fc6X5eig0lh7oEehzm/view?usp=sharing,WTO: China challenges US on anti-dumping measures on shrimp,0,,0,,0,,2,United States of America,710,,710,1,4580,2,28,2011,,,,3,26,2013,757,1,13,,1,0,1,4,1,3,0,1,0,1,1,0,4,1,1,1,1,0,0,12,21,2011,9,4,6,0,-2,0,Hu Jintao,5,0,0
201808710002,https://drive.google.com/file/d/17gsUf4hNqJTS97LcSOUzoEvZp9QWDeBw/view?usp=sharing,WTO: China challenges US on renewable energy subsidies,0,.,0,,0,,2,United States of America,710,,710,1,4580,8,14,2018,,,,,,2020,,1,13,,1,0,1,4,0,0,1,1,0,0,1,0,4,1,1,1,1,1,1,,,,4,5,5,0,0,0,Xi Jinping,6,0,0
201804710002,https://drive.google.com/file/d/1g96Hj6v_tV5JNiqRhVJZfZXOQulcVH8l/view?usp=sharing,WTO: China challenges US on Steel and Aluminum tariffs,0,.,0,,0,,2,United States of America,710,,710,1,4580,4,5,2018,,,,,,2020,,1,13,,1,0,1,4,0,0,1,1,0,0,1,0,4,1,1,1,1,0,0,1,25,2019,4,5,5,0,0,0,Xi Jinping,6,0,0
201809710002,https://drive.google.com/file/d/1EgJUw3b5B_K3ieylALwQegM_esZGxax1/view?usp=sharing,WTO: China challenges US on tariff measures II,0,.,0,,0,,2,United States of America,710,,710,1,4580,9,2,2018,,,,,,2020,,1,13,,1,0,1,4,1,3,1,1,0,0,1,0,4,1,1,1,1,1,1,,,,9,5,5,0,0,0,Xi Jinping,6,0,0
201808710002,https://drive.google.com/file/d/1Vvx83239lpy-pty0554-kr1zlOdm1_x_/view?usp=sharing,WTO: China challenges US on tariffs on $16 billion worth of imports,0,.,0,,0,,2,United States of America,710,,710,1,4580,8,23,2018,,,,,,2020,,1,13,,1,0,1,4,1,3,1,1,0,0,1,0,4,1,1,1,1,1,1,,,,9,5,5,0,0,0,Xi Jinping,6,0,0
200809710002,https://drive.google.com/file/d/1M7GxOXU-iPbdMfR_n_IQIjSZZzOCSBRA/view?usp=sharing,WTO: China challenges US over anti-dumping policies,0,,0,,0,,2,United States of America,710,,710,1,4580,9,19,2008,3,11,2011,,,,903,1,13,,1,0,1,4,1,3,0,1,0,1,1,0,4,1,1,1,1,1,0,3,4,2009,9,5,5,0,0,0,Hu Jintao,5,0,0
200909710002,https://drive.google.com/file/d/15tAHaCBdoE50K48g4oyXxoXQQBhi3qaP/view?usp=sharing,WTO: China challenges US over Passenger Vehicle and Light Truck Tyres,0,,0,,0,,2,United States of America,710,,710,1,4580,9,14,2009,10,5,2011,,,,751,1,13,,1,0,1,4,1,3,0,1,0,1,0,0,4,1,1,1,1,1,0,11,26,2009,9,5,5,0,0,0,Hu Jintao,5,0,0
200904710002,https://drive.google.com/file/d/1WPE6JfeLiWmWZuxq7p4M0zprd_DUiN9D/view?usp=sharing,WTO: China challenges US over poultry products,0,,0,,0,,2,United States of America,710,,710,1,4580,4,17,2009,,,2010,10,25,2010,556,1,13,,1,0,1,4,1,3,0,1,0,1,0,0,4,1,1,1,1,1,0,11,23,2009,9,5,5,0,0,0,Hu Jintao,5,0,0
20014710740,https://docs.google.com/document/d/1ZURCZTcr_nQksT0wtSYL-PH7bX1y64MtFpIzcF23hjw/edit?usp=sharing,WTO: China Japanese Vegetables,1,2001042301,0,,0,,740,Japan,710,,710,1,4400,4,23,2001,12,27,2001,,,,248,1,13,,1,0,1,5,1,3,0,1,0,0,0,0,6,2,2,1,1,1,1,6,22,2001,10,5,5,1,0,1,Jiang Zemin,4,0,0
199712710732,https://docs.google.com/document/d/1AOgnWVtQ_K8Tf_Rv0sl4ihzZgxJ1z1ZwMxaJC6RYY-A/edit?usp=sharing,WTO: China ROK Anti-Dumping (Paper),1,1997121103,0,,0,,732,"Korea, Republic of",710,,710,0,4580,12,11,1997,,,,6,30,2004,2393,1,13,,1,0,1,4,1,3,0,1,0,0,0,0,2,1,1,1,1,1,1,12,11,1997,9,5,5,0,0,0,Jiang Zemin,4,0,0
2009077101830,https://drive.google.com/file/d/1Cr9JNUEsLsF-eVTsjDmPOq7dOF71zpux/view?usp=sharing,WTO: China v. EU Steel Fasteners,0,.,0,,0,,1653,EU,710,,710,1,4400,12,29,2008,,,2010,,,,2402,1,13,,1,0,1,4,1,3,0,1,0,0,0,0,4,1,1,1,1,1,1,,,,10,9,1,1,8,1,Hu Jintao,5,0,0
2015047101830,https://drive.google.com/file/d/1UBeHHffTl5j2PK-kfapo4QBLyJVuCY4N/view?usp=sharing,WTO: Measures Affecting Tariff Concessions on Certain Poultry Meat Products,0,.,0,,0,,1653,EU,710,,710,1,4580,4,8,2015,5,30,2019,,,,1513,1,13,,1,0,1,4,1,3,0,1,0,0,0,0,4,1,1,1,1,1,1,,,,6,6,4,1,2,1,Xi Jinping,6,0,0
2016127101830,https://drive.google.com/file/d/1Aq8_RNQzFLOTacDvkdBHcGDRZ-BLpOji/view?usp=sharing,WTO: Measures Related to EU Price Comparison Methodologies,0,.,0,,0,,1653,EU,710,,710,1,4580,12,12,2016,6,15,2020,,,,1281,1,13,,1,0,1,4,0,0,0,1,0,0,0,0,4,1,1,1,1,1,1,,,,3,4,6,0,-2,1,Xi Jinping,6,0,0
